,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,class
4yaq_B,   7.00000,   6.20000,  37.00000,  32.70000,  69.00000,  61.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.00000,   9.00000,   8.00000,   2.00000,   1.80000,   1.00000,   0.90000,6269.20000,   0.00000, 290.00000,1691.00000, 184.00000,   0.00000,1360.00000, 780.00000,1964.00000,   0.39215,   0.34147,   0.41111,   0.56621,   0.41185,   0.27372,   0.07670,   0.37832,   0.52471,   0.38024,   0.40946,   0.15538,   0.15853,   0.54808,   0.00000,   0.17637,   0.61354,   0.39453,   0.34266,   0.08048,   0.18854,   0.29319,4576.94000,1587.36000,1279.85000, 549.18000,3297.10000,1038.18000,   4.00000,   4.00000,   2.00000,   1.00000,   0.00000,   3.00000,   3.00000,   7.00000,   1.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   6.00000,   7.00000,   4.00000,   0.00000,   1.00000,   3.00000,   1.00000,   0.00000,   1.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   5.00000,   1.00000,   0.00000,   2.00000,   0.00000,  12.00000,   6.00000,   1.00000,   4.00000,   5.00000,   0.03704,   0.03704,   0.01852,   0.00926,   0.00000,   0.02778,   0.02778,   0.06481,   0.00926,   0.00000,   0.00000,   0.05556,   0.00000,   0.00000,   0.05556,   0.06481,   0.03704,   0.00000,   0.00926,   0.02778,   0.00926,   0.00000,   0.00926,   0.01852,   0.01852,   0.02778,   0.00000,   0.06481,   0.00000,   0.03704,   0.04630,   0.00926,   0.00000,   0.01852,   0.00000,   0.11111,   0.05556,   0.00926,   0.03704,   0.04630,5
4uu9_B,   7.00000,   6.40000,  33.00000,  30.30000,  62.00000,  56.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.30000,   8.00000,   7.30000,   2.00000,   1.80000,   1.00000,   0.90000,6360.10000,   0.00000, 107.00000,1881.00000, 185.00000,   0.00000,1222.00000, 766.00000,2199.00000,   0.37967,   0.39250,   0.47380,   0.51773,   0.49518,   0.34751,   0.08900,   0.31069,   0.53466,   0.37998,   0.34932,   0.25988,   0.29379,   0.63033,   0.00000,   0.24572,   0.66154,   0.37144,   0.34387,   0.13229,   0.23094,   0.40324,4779.36000,1382.84000,1804.30000, 573.73000,2975.06000, 809.11000,   5.00000,   3.00000,   3.00000,   2.00000,   0.00000,   2.00000,   2.00000,   6.00000,   2.00000,   2.00000,   3.00000,   6.00000,   0.00000,   1.00000,   6.00000,   7.00000,   5.00000,   0.00000,   1.00000,   2.00000,   3.00000,   0.00000,   0.00000,   1.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   5.00000,   0.00000,   0.00000,   2.00000,   0.00000,   9.00000,   5.00000,   1.00000,   4.00000,   2.00000,   0.04762,   0.02857,   0.02857,   0.01905,   0.00000,   0.01905,   0.01905,   0.05714,   0.01905,   0.01905,   0.02857,   0.05714,   0.00000,   0.00952,   0.05714,   0.06667,   0.04762,   0.00000,   0.00952,   0.01905,   0.02857,   0.00000,   0.00000,   0.00952,   0.01905,   0.02857,   0.00000,   0.05714,   0.00000,   0.03810,   0.04762,   0.00000,   0.00000,   0.01905,   0.00000,   0.08571,   0.04762,   0.00952,   0.03810,   0.01905,5
4nki_L,   7.00000,   6.40000,  37.00000,  33.90000,  71.00000,  65.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.10000,   9.00000,   8.30000,   2.00000,   1.80000,   1.00000,   0.90000,5798.10000,   0.00000, 252.00000,1797.00000, 196.00000,   0.00000,1353.00000, 445.00000,1754.00000,   0.35685,   0.32618,   0.39777,   0.44020,   0.40849,   0.24179,   0.07834,   0.31500,   0.53046,   0.38166,   0.39913,   0.15840,   0.28182,   0.53000,   0.10755,   0.18480,   0.56354,   0.40520,   0.32680,   0.07762,   0.20613,   0.21522,3949.65000,1580.30000,1066.54000, 630.05000,2883.11000, 950.25000,   4.00000,   3.00000,   4.00000,   1.00000,   0.00000,   2.00000,   2.00000,   6.00000,   1.00000,   0.00000,   1.00000,   4.00000,   0.00000,   0.00000,   5.00000,  13.00000,   5.00000,   0.00000,   1.00000,   1.00000,   2.00000,   0.00000,   0.00000,   3.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   4.00000,   0.00000,   1.00000,   2.00000,   0.00000,   9.00000,   6.00000,   1.00000,   6.00000,   7.00000,   0.03670,   0.02752,   0.03670,   0.00917,   0.00000,   0.01835,   0.01835,   0.05505,   0.00917,   0.00000,   0.00917,   0.03670,   0.00000,   0.00000,   0.04587,   0.11927,   0.04587,   0.00000,   0.00917,   0.00917,   0.01835,   0.00000,   0.00000,   0.02752,   0.01835,   0.02752,   0.00000,   0.05505,   0.00000,   0.03670,   0.03670,   0.00000,   0.00917,   0.01835,   0.00000,   0.08257,   0.05505,   0.00917,   0.05505,   0.06422,5
4f58_M,   7.00000,   6.10000,  37.00000,  32.50000,  69.00000,  60.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.10000,  11.00000,   9.60000,   2.00000,   1.80000,   1.00000,   0.90000,6307.80000,   0.00000, 266.00000,1652.00000, 175.00000,   0.00000,1382.00000, 625.00000,2211.00000,   0.39338,   0.33580,   0.36797,   0.49166,   0.38865,   0.26452,   0.08100,   0.48260,   0.54353,   0.36223,   0.40609,   0.19180,   0.19243,   0.62645,   0.00000,   0.24437,   0.61872,   0.39226,   0.35231,   0.08176,   0.18376,   0.30628,4617.19000,1501.21000,1556.55000, 587.20000,3060.64000, 914.01000,   6.00000,   3.00000,   4.00000,   1.00000,   0.00000,   4.00000,   2.00000,   6.00000,   1.00000,   1.00000,   1.00000,   5.00000,   0.00000,   1.00000,   6.00000,   6.00000,   4.00000,   0.00000,   1.00000,   3.00000,   4.00000,   0.00000,   0.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   5.00000,   4.00000,   0.00000,   0.00000,   4.00000,   0.00000,   8.00000,   8.00000,   1.00000,   4.00000,   3.00000,   0.05505,   0.02752,   0.03670,   0.00917,   0.00000,   0.03670,   0.01835,   0.05505,   0.00917,   0.00917,   0.00917,   0.04587,   0.00000,   0.00917,   0.05505,   0.05505,   0.03670,   0.00000,   0.00917,   0.02752,   0.03670,   0.00000,   0.00000,   0.01835,   0.01835,   0.02752,   0.00000,   0.05505,   0.00000,   0.04587,   0.03670,   0.00000,   0.00000,   0.03670,   0.00000,   0.07339,   0.07339,   0.00917,   0.03670,   0.02752,5
3u4e_B,   7.00000,   6.20000,  37.00000,  32.70000,  66.00000,  58.40000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.30000,   9.00000,   8.00000,   2.00000,   1.80000,   1.00000,   0.90000,6423.50000,   0.00000, 292.00000,1738.00000, 197.00000,   0.00000,1367.00000, 831.00000,2000.00000,   0.39881,   0.34432,   0.40743,   0.56332,   0.45064,   0.27812,   0.07737,   0.40343,   0.51385,   0.38668,   0.42103,   0.15721,   0.16306,   0.55359,   0.00000,   0.17974,   0.62792,   0.39876,   0.34159,   0.08330,   0.18923,   0.28748,4683.77000,1583.72000,1282.41000, 560.88000,3401.37000,1022.84000,   4.00000,   4.00000,   2.00000,   1.00000,   0.00000,   3.00000,   3.00000,   7.00000,   1.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   6.00000,   8.00000,   4.00000,   0.00000,   1.00000,   3.00000,   1.00000,   0.00000,   0.00000,   2.00000,   2.00000,   4.00000,   0.00000,   7.00000,   0.00000,   4.00000,   5.00000,   1.00000,   0.00000,   2.00000,   0.00000,  11.00000,   6.00000,   1.00000,   4.00000,   5.00000,   0.03704,   0.03704,   0.01852,   0.00926,   0.00000,   0.02778,   0.02778,   0.06481,   0.00926,   0.00000,   0.00000,   0.05556,   0.00000,   0.00000,   0.05556,   0.07407,   0.03704,   0.00000,   0.00926,   0.02778,   0.00926,   0.00000,   0.00000,   0.01852,   0.01852,   0.03704,   0.00000,   0.06481,   0.00000,   0.03704,   0.04630,   0.00926,   0.00000,   0.01852,   0.00000,   0.10185,   0.05556,   0.00926,   0.03704,   0.04630,5
3u2s_B,   7.00000,   6.20000,  37.00000,  32.70000,  70.00000,  61.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.10000,  11.00000,   9.70000,   2.00000,   1.80000,   1.00000,   0.90000,6432.20000,   0.00000, 286.00000,1796.00000, 275.00000,   0.00000,1300.00000, 735.00000,2044.00000,   0.39761,   0.34305,   0.40885,   0.56366,   0.45959,   0.27022,   0.07663,   0.40217,   0.49863,   0.38219,   0.40723,   0.15621,   0.16205,   0.55136,   0.00000,   0.17436,   0.62093,   0.39672,   0.34218,   0.08291,   0.19033,   0.28918,4717.04000,1533.70000,1282.52000, 555.25000,3434.52000, 978.45000,   4.00000,   4.00000,   2.00000,   1.00000,   0.00000,   3.00000,   3.00000,   7.00000,   1.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   6.00000,   9.00000,   4.00000,   0.00000,   1.00000,   3.00000,   1.00000,   0.00000,   0.00000,   2.00000,   2.00000,   4.00000,   0.00000,   7.00000,   0.00000,   4.00000,   5.00000,   1.00000,   0.00000,   2.00000,   0.00000,  10.00000,   6.00000,   1.00000,   4.00000,   5.00000,   0.03704,   0.03704,   0.01852,   0.00926,   0.00000,   0.02778,   0.02778,   0.06481,   0.00926,   0.00000,   0.00000,   0.05556,   0.00000,   0.00000,   0.05556,   0.08333,   0.03704,   0.00000,   0.00926,   0.02778,   0.00926,   0.00000,   0.00000,   0.01852,   0.01852,   0.03704,   0.00000,   0.06481,   0.00000,   0.03704,   0.04630,   0.00926,   0.00000,   0.01852,   0.00000,   0.09259,   0.05556,   0.00926,   0.03704,   0.04630,5
3kdm_L,   6.00000,   5.60000,  36.00000,  33.30000,  67.00000,  62.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.30000,   8.00000,   7.40000,   2.00000,   1.90000,   1.00000,   0.90000,5610.30000,   0.00000, 267.00000,1700.00000, 118.00000,   0.00000,1152.00000, 722.00000,1646.00000,   0.32772,   0.34052,   0.45668,   0.55171,   0.39344,   0.24292,   0.07537,   0.31366,   0.34354,   0.40308,   0.39299,   0.18877,   0.17863,   0.52106,   0.10298,   0.18637,   0.55595,   0.32987,   0.33678,   0.07410,   0.21904,   0.21009,3750.45000,1537.67000,1185.57000, 610.86000,2564.88000, 926.81000,   4.00000,   3.00000,   4.00000,   1.00000,   0.00000,   2.00000,   2.00000,   7.00000,   1.00000,   1.00000,   0.00000,   4.00000,   0.00000,   0.00000,   6.00000,   9.00000,   5.00000,   0.00000,   2.00000,   1.00000,   2.00000,   0.00000,   0.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   4.00000,   0.00000,   1.00000,   2.00000,   0.00000,   9.00000,   7.00000,   1.00000,   6.00000,   6.00000,   0.03704,   0.02778,   0.03704,   0.00926,   0.00000,   0.01852,   0.01852,   0.06481,   0.00926,   0.00926,   0.00000,   0.03704,   0.00000,   0.00000,   0.05556,   0.08333,   0.04630,   0.00000,   0.01852,   0.00926,   0.01852,   0.00000,   0.00000,   0.01852,   0.01852,   0.02778,   0.00000,   0.06481,   0.00000,   0.03704,   0.03704,   0.00000,   0.00926,   0.01852,   0.00000,   0.08333,   0.06481,   0.00926,   0.05556,   0.05556,5
3kdm_A,   6.00000,   5.60000,  37.00000,  34.30000,  67.00000,  62.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.30000,   8.00000,   7.40000,   2.00000,   1.90000,   1.00000,   0.90000,5635.80000,   0.00000, 274.00000,1652.00000, 117.00000,   0.00000,1126.00000, 720.00000,1748.00000,   0.33087,   0.34223,   0.45111,   0.55062,   0.40277,   0.24190,   0.07492,   0.31651,   0.35503,   0.40587,   0.39837,   0.19492,   0.17683,   0.52192,   0.10255,   0.19155,   0.55622,   0.33460,   0.33917,   0.07630,   0.21982,   0.21523,3815.24000,1514.38000,1186.82000, 620.67000,2628.42000, 893.71000,   4.00000,   3.00000,   4.00000,   1.00000,   0.00000,   2.00000,   2.00000,   7.00000,   1.00000,   1.00000,   0.00000,   4.00000,   0.00000,   0.00000,   6.00000,  10.00000,   5.00000,   0.00000,   2.00000,   1.00000,   2.00000,   0.00000,   0.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   4.00000,   0.00000,   1.00000,   2.00000,   0.00000,   8.00000,   7.00000,   1.00000,   6.00000,   6.00000,   0.03704,   0.02778,   0.03704,   0.00926,   0.00000,   0.01852,   0.01852,   0.06481,   0.00926,   0.00926,   0.00000,   0.03704,   0.00000,   0.00000,   0.05556,   0.09259,   0.04630,   0.00000,   0.01852,   0.00926,   0.01852,   0.00000,   0.00000,   0.01852,   0.01852,   0.02778,   0.00000,   0.06481,   0.00000,   0.03704,   0.03704,   0.00000,   0.00926,   0.01852,   0.00000,   0.07407,   0.06481,   0.00926,   0.05556,   0.05556,5
3ghe_L,   5.00000,   4.30000,  36.00000,  31.30000,  68.00000,  59.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   8.70000,  10.00000,   8.70000,   2.00000,   1.70000,   0.00000,   0.00000,6495.90000,   0.00000, 324.00000,1439.00000, 210.00000,   0.00000,1595.00000, 673.00000,2255.00000,   0.40160,   0.37434,   0.43664,   0.40488,   0.57951,   0.28885,   0.08833,   0.50025,   0.53059,   0.42984,   0.18505,   0.15392,   0.18218,   0.58749,   0.00000,   0.17174,   0.57201,   0.38382,   0.33452,   0.08018,   0.21328,   0.33837,4787.52000,1628.72000,1467.58000, 637.60000,3319.93000, 991.12000,   5.00000,   2.00000,   3.00000,   2.00000,   0.00000,   4.00000,   2.00000,   7.00000,   0.00000,   0.00000,   0.00000,   6.00000,   0.00000,   0.00000,   5.00000,  10.00000,   3.00000,   0.00000,   1.00000,   3.00000,   2.00000,   0.00000,   0.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   1.00000,   5.00000,   6.00000,   0.00000,   0.00000,   3.00000,   0.00000,  10.00000,   7.00000,   1.00000,   5.00000,   3.00000,   0.04587,   0.01835,   0.02752,   0.01835,   0.00000,   0.03670,   0.01835,   0.06422,   0.00000,   0.00000,   0.00000,   0.05505,   0.00000,   0.00000,   0.04587,   0.09174,   0.02752,   0.00000,   0.00917,   0.02752,   0.01835,   0.00000,   0.00000,   0.01835,   0.01835,   0.02752,   0.00000,   0.05505,   0.00917,   0.04587,   0.05505,   0.00000,   0.00000,   0.02752,   0.00000,   0.09174,   0.06422,   0.00917,   0.04587,   0.02752,5
5mes_L,   7.00000,   6.40000,  37.00000,  33.90000,  70.00000,  64.20000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  10.00000,   9.20000,   3.00000,   2.80000,   2.00000,   1.80000,5482.90000,   0.00000, 263.00000,1680.00000, 200.00000,   0.00000,1600.00000, 296.00000,1447.00000,   0.33326,   0.31696,   0.27445,   0.39615,   0.29425,   0.32789,   0.08333,   0.30280,   0.52238,   0.37465,   0.00000,   0.11939,   0.28478,   0.42028,   0.00000,   0.17071,   0.53491,   0.38236,   0.36610,   0.21261,   0.15367,   0.23274,3636.30000,1574.00000,1201.49000, 684.71000,2434.81000, 889.29000,   2.00000,   3.00000,   2.00000,   3.00000,   0.00000,   3.00000,   2.00000,   5.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   0.00000,   7.00000,  11.00000,   5.00000,   1.00000,   0.00000,   2.00000,   6.00000,   0.00000,   4.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,   8.00000,   3.00000,   2.00000,   4.00000,   4.00000,   0.01835,   0.02752,   0.01835,   0.02752,   0.00000,   0.02752,   0.01835,   0.04587,   0.00000,   0.00000,   0.01835,   0.02752,   0.00000,   0.00000,   0.06422,   0.10092,   0.04587,   0.00917,   0.00000,   0.01835,   0.05505,   0.00000,   0.03670,   0.01835,   0.01835,   0.02752,   0.00000,   0.06422,   0.00000,   0.03670,   0.06422,   0.00000,   0.00000,   0.01835,   0.00000,   0.07339,   0.02752,   0.01835,   0.03670,   0.03670,6
5dt1_L,   7.00000,   6.10000,  35.00000,  30.40000,  67.00000,  58.30000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.10000,  11.00000,   9.60000,   2.00000,   1.70000,   2.00000,   1.70000,6702.10000,   0.00000, 276.00000,1547.00000, 392.00000,   0.00000,1100.00000, 657.00000,2729.00000,   0.37997,   0.34809,   0.34894,   0.46769,   0.41042,   0.34112,   0.08314,   0.46888,   0.35301,   0.39976,   0.00000,   0.17377,   0.30351,   0.52260,   0.00000,   0.18338,   0.56666,   0.37578,   0.35183,   0.16557,   0.15119,   0.30989,4716.08000,1442.79000,1612.94000, 603.27000,3103.14000, 839.52000,   5.00000,   5.00000,   2.00000,   2.00000,   0.00000,   5.00000,   2.00000,   6.00000,   0.00000,   1.00000,   1.00000,   5.00000,   0.00000,   0.00000,   8.00000,   5.00000,   6.00000,   0.00000,   0.00000,   4.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   3.00000,   0.00000,   5.00000,   0.00000,   5.00000,   5.00000,   0.00000,   0.00000,   3.00000,   0.00000,   7.00000,   5.00000,   2.00000,   4.00000,   4.00000,   0.04587,   0.04587,   0.01835,   0.01835,   0.00000,   0.04587,   0.01835,   0.05505,   0.00000,   0.00917,   0.00917,   0.04587,   0.00000,   0.00000,   0.07339,   0.04587,   0.05505,   0.00000,   0.00000,   0.03670,   0.03670,   0.00000,   0.00917,   0.01835,   0.01835,   0.02752,   0.00000,   0.04587,   0.00000,   0.04587,   0.04587,   0.00000,   0.00000,   0.02752,   0.00000,   0.06422,   0.04587,   0.01835,   0.03670,   0.03670,6
5cgy_L,   6.00000,   5.50000,  39.00000,  35.50000,  72.00000,  65.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,  10.00000,   9.10000,   2.00000,   1.80000,   1.00000,   0.90000,5738.90000,   0.00000, 278.00000,2014.00000, 209.00000,   0.00000,1287.00000, 709.00000,1239.00000,   0.34037,   0.34716,   0.40399,   0.43055,   0.23975,   0.31734,   0.08985,   0.33336,   0.55610,   0.38340,   0.00000,   0.13091,   0.23257,   0.41501,   0.20128,   0.16612,   0.53850,   0.40596,   0.39341,   0.17943,   0.15851,   0.24682,3881.80000,1522.02000,1490.99000, 675.70000,2390.81000, 846.32000,   2.00000,   3.00000,   2.00000,   3.00000,   0.00000,   3.00000,   2.00000,   8.00000,   0.00000,   0.00000,   1.00000,   3.00000,   0.00000,   0.00000,   8.00000,  11.00000,   5.00000,   0.00000,   0.00000,   4.00000,   4.00000,   0.00000,   4.00000,   2.00000,   2.00000,   2.00000,   0.00000,   7.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   2.00000,   0.00000,   6.00000,   3.00000,   3.00000,   4.00000,   7.00000,   0.01818,   0.02727,   0.01818,   0.02727,   0.00000,   0.02727,   0.01818,   0.07273,   0.00000,   0.00000,   0.00909,   0.02727,   0.00000,   0.00000,   0.07273,   0.10000,   0.04545,   0.00000,   0.00000,   0.03636,   0.03636,   0.00000,   0.03636,   0.01818,   0.01818,   0.01818,   0.00000,   0.06364,   0.00000,   0.02727,   0.04545,   0.00000,   0.00909,   0.01818,   0.00000,   0.05455,   0.02727,   0.02727,   0.03636,   0.06364,6
5cgy_D,   6.00000,   5.50000,  41.00000,  37.60000,  72.00000,  66.10000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.10000,  10.00000,   9.20000,   2.00000,   1.80000,   1.00000,   0.90000,5606.30000,   0.00000, 270.00000,2215.00000, 211.00000,   0.00000,1293.00000, 516.00000,1105.00000,   0.34845,   0.33134,   0.28130,   0.43714,   0.24260,   0.33286,   0.08755,   0.33580,   0.54778,   0.39153,   0.00000,   0.13032,   0.26661,   0.41537,   0.20218,   0.16609,   0.53982,   0.42519,   0.39245,   0.19319,   0.15885,   0.25229,3947.18000,1415.73000,1347.55000, 708.13000,2599.63000, 707.60000,   1.00000,   3.00000,   2.00000,   3.00000,   0.00000,   3.00000,   2.00000,   8.00000,   0.00000,   0.00000,   1.00000,   3.00000,   0.00000,   0.00000,   7.00000,  12.00000,   6.00000,   1.00000,   0.00000,   4.00000,   4.00000,   0.00000,   4.00000,   2.00000,   2.00000,   2.00000,   0.00000,   7.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   2.00000,   1.00000,   5.00000,   2.00000,   2.00000,   4.00000,   7.00000,   0.00917,   0.02752,   0.01835,   0.02752,   0.00000,   0.02752,   0.01835,   0.07339,   0.00000,   0.00000,   0.00917,   0.02752,   0.00000,   0.00000,   0.06422,   0.11009,   0.05505,   0.00917,   0.00000,   0.03670,   0.03670,   0.00000,   0.03670,   0.01835,   0.01835,   0.01835,   0.00000,   0.06422,   0.00000,   0.02752,   0.04587,   0.00000,   0.00917,   0.01835,   0.00917,   0.04587,   0.01835,   0.01835,   0.03670,   0.06422,6
5alc_L,   5.00000,   4.50000,  37.00000,  33.30000,  66.00000,  59.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.40000,  10.00000,   9.00000,   3.00000,   2.70000,   3.00000,   2.70000,5922.50000,   0.00000, 281.00000,1714.00000, 104.00000, 188.00000,1527.00000, 323.00000,1787.00000,   0.33032,   0.38338,   0.33217,   0.38799,   0.43670,   0.31693,   0.08766,   0.36786,   0.32242,   0.41843,   0.00000,   0.21037,   0.32918,   0.42159,   0.00000,   0.17370,   0.57003,   0.35997,   0.33031,   0.14227,   0.16287,   0.29633,4024.58000,1541.70000,1902.07000, 617.43000,2122.51000, 924.27000,   4.00000,   2.00000,   2.00000,   3.00000,   0.00000,   3.00000,   1.00000,   9.00000,   0.00000,   2.00000,   2.00000,   5.00000,   0.00000,   0.00000,   8.00000,   5.00000,   5.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   3.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,   7.00000,   4.00000,   2.00000,   5.00000,   5.00000,   0.03738,   0.01869,   0.01869,   0.02804,   0.00000,   0.02804,   0.00935,   0.08411,   0.00000,   0.01869,   0.01869,   0.04673,   0.00000,   0.00000,   0.07477,   0.04673,   0.04673,   0.00000,   0.00000,   0.01869,   0.02804,   0.00000,   0.02804,   0.01869,   0.01869,   0.02804,   0.00000,   0.05607,   0.00000,   0.03738,   0.05607,   0.00000,   0.00000,   0.01869,   0.00000,   0.06542,   0.03738,   0.01869,   0.04673,   0.04673,6
5alb_L,   5.00000,   4.50000,  37.00000,  33.30000,  66.00000,  59.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.40000,   9.00000,   8.10000,   3.00000,   2.70000,   3.00000,   2.70000,6028.90000,   0.00000, 266.00000,1762.00000, 120.00000, 169.00000,1620.00000, 495.00000,1599.00000,   0.35652,   0.38144,   0.35907,   0.60191,   0.45541,   0.42966,   0.08607,   0.39110,   0.34619,   0.42077,   0.00000,   0.16856,   0.23746,   0.43554,   0.00000,   0.18142,   0.59794,   0.35156,   0.33541,   0.15273,   0.21637,   0.29705,4422.59000,1506.87000,1849.82000, 676.70000,2572.77000, 830.17000,   4.00000,   3.00000,   3.00000,   4.00000,   0.00000,   3.00000,   1.00000,   9.00000,   0.00000,   1.00000,   1.00000,   5.00000,   0.00000,   0.00000,   8.00000,   5.00000,   5.00000,   0.00000,   1.00000,   2.00000,   3.00000,   0.00000,   2.00000,   1.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,   6.00000,   4.00000,   2.00000,   5.00000,   5.00000,   0.03738,   0.02804,   0.02804,   0.03738,   0.00000,   0.02804,   0.00935,   0.08411,   0.00000,   0.00935,   0.00935,   0.04673,   0.00000,   0.00000,   0.07477,   0.04673,   0.04673,   0.00000,   0.00935,   0.01869,   0.02804,   0.00000,   0.01869,   0.00935,   0.01869,   0.02804,   0.00000,   0.05607,   0.00000,   0.03738,   0.06542,   0.00000,   0.00000,   0.01869,   0.00000,   0.05607,   0.03738,   0.01869,   0.04673,   0.04673,6
